dt,winning_bid_max,winning_bid_min,winning_bid_mean,auction_trading_volume,auction_lots_count,all_auctions_lots_count,auction_name,auction_slug
2020-08-01,18696.0,177.0,2453.99,390184.0,159,34880,Bonhams Whisky Auction,bonhams
2020-08-01,5673.0,1.0,167.51,447424.0,2671,34880,Catawiki Whisky Auction,catawiki
2020-08-01,4000.0,16.0,755.15,19634.0,26,34880,Global Whisky Auctions,global-whisky-auctions
2020-08-01,3692.0,0.0,145.48,128458.0,883,34880,Irish Whiskey Auctions,irish-whiskey-auctions
2020-08-01,5600.0,3.28,224.58,244789.1,1090,34880,Just Whisky Auctions,just-whisky
2020-08-01,3600.0,45.0,234.62,27685.0,118,34880,McTear’s Whisky Auction,mctears
2020-08-01,2100.0,15.0,223.73,124396.0,556,34880,Rum Auctioneer,rumauctioneer
2020-08-01,82000.0,0.0,243.9,1773365.0,7271,34880,Scotch Whisky Auctions,scotchwhiskyauctions
2020-08-01,39441.2,98.6,3447.88,317205.0,92,34880,Sotheby's Whisky Auction,sothebys-whisky-auction
2020-08-01,10950.0,5.0,223.21,101339.52,454,34880,Speyside Whisky Auctions,speyside-whisky-auctions
2020-08-01,13250.0,5.0,254.18,409236.05,1610,34880,The Grand Whisky Auction,thegrandwhiskyauction
2020-08-01,4300.0,15.0,166.51,79923.0,480,34880,The Whisky Shop Auctions,the-whisky-shop-auctions
2020-08-01,2432.0,30.0,170.7,49503.0,290,34880,Unicorn Auctions,unicorn-auctions
2020-08-01,9600.0,2.0,96.02,316105.0,3292,34880,Whisky.Auction,whiskyauction
2020-08-01,13506.8,0.9,158.41,813421.4,5135,34880,WhiskyAuction.com,whiskyauctioncom
2020-08-01,50000.0,15.0,346.14,2684005.0,7754,34880,Whisky Auctioneer,whiskyauctioneer
2020-08-01,14100.0,20.0,309.82,601977.5,1943,34880,Whisky Hammer,whisky-hammer
2020-08-01,25000.0,5.0,363.04,294424.0,811,34880,Whisky-Online Auctions,whisky-online-auctions
2020-08-01,820.0,2.5,51.52,12622.5,245,34880,WVA Whisky Auctions,wva-whisky-auctions
2020-07-01,6511.0,14.0,170.8,592837.0,3471,31656,Catawiki Whisky Auction,catawiki
2020-07-01,2759.0,5.0,182.62,84917.0,465,31656,Celtic Whiskey Auction,celtic-whiskey-auction
2020-07-01,11846.0,0.0,175.58,152579.0,869,31656,Irish Whiskey Auctions,irish-whiskey-auctions
2020-07-01,12250.0,2.5,258.21,322244.07,1248,31656,Just Whisky Auctions,just-whisky
2020-07-01,2500.0,15.0,188.16,44595.0,237,31656,McTear’s Whisky Auction,mctears
2020-07-01,5400.0,15.0,238.05,158541.0,666,31656,Rum Auctioneer,rumauctioneer
2020-07-01,14000.0,0.0,210.31,1398535.0,6650,31656,Scotch Whisky Auctions,scotchwhiskyauctions
2020-07-01,11400.0,5.0,203.27,83138.67,409,31656,Speyside Whisky Auctions,speyside-whisky-auctions
2020-07-01,10000.0,5.0,243.37,391586.66,1609,31656,The Grand Whisky Auction,thegrandwhiskyauction
2020-07-01,15500.0,15.0,227.58,93990.0,413,31656,The Whisky Shop Auctions,the-whisky-shop-auctions
2020-07-01,31500.0,5.0,226.27,356607.0,1576,31656,Whisky.Auction,whiskyauction
2020-07-01,11727.6,0.9,169.45,896707.5,5292,31656,WhiskyAuction.com,whiskyauctioncom
2020-07-01,60000.0,15.0,378.83,2250253.0,5940,31656,Whisky Auctioneer,whiskyauctioneer
2020-07-01,11500.0,20.0,272.31,410915.0,1509,31656,Whisky Hammer,whisky-hammer
2020-07-01,24000.0,4.0,318.41,289436.0,909,31656,Whisky-Online Auctions,whisky-online-auctions
2020-07-01,3800.0,2.5,73.17,28757.5,393,31656,WVA Whisky Auctions,wva-whisky-auctions
2020-06-01,10000.0,220.0,1320.03,217805.0,165,28829,Bonhams Whisky Auction,bonhams
2020-06-01,6126.0,9.0,171.66,719761.0,4193,28829,Catawiki Whisky Auction,catawiki
2020-06-01,2575.0,15.0,210.76,9695.0,46,28829,Global Whisky Auctions,global-whisky-auctions
2020-06-01,26950.0,4.0,290.06,281358.33,970,28829,Just Whisky Auctions,just-whisky
2020-06-01,5100.0,15.0,228.03,133627.0,586,28829,Rum Auctioneer,rumauctioneer
2020-06-01,60000.0,0.0,235.73,1313730.0,5573,28829,Scotch Whisky Auctions,scotchwhiskyauctions
2020-06-01,206630.0,103.3,4701.28,550049.6,117,28829,Sotheby's Whisky Auction,sothebys-whisky-auction
2020-06-01,21250.0,5.0,192.99,289094.47,1498,28829,The Grand Whisky Auction,thegrandwhiskyauction
2020-06-01,4200.0,16.0,207.17,77689.0,375,28829,The Whisky Shop Auctions,the-whisky-shop-auctions
2020-06-01,1412.0,4.0,203.03,26191.0,129,28829,Unicorn Auctions,unicorn-auctions
2020-06-01,2064.6,76.7,416.02,74468.3,179,28829,Waddington's Whisky Auction,waddingtons-whisky-auction
2020-06-01,21500.0,2.0,153.11,392876.0,2566,28829,Whisky.Auction,whiskyauction
2020-06-01,5947.0,0.9,165.6,656457.3,3964,28829,WhiskyAuction.com,whiskyauctioncom
2020-06-01,35000.0,15.0,380.73,2254293.0,5921,28829,Whisky Auctioneer,whiskyauctioneer
2020-06-01,40000.0,20.0,256.77,583890.0,2274,28829,Whisky Hammer,whisky-hammer
2020-06-01,3450.0,2.5,96.18,26257.5,273,28829,WVA Whisky Auctions,wva-whisky-auctions
2020-05-01,19893.0,179.0,1955.49,293324.0,150,28558,Bonhams Whisky Auction,bonhams
2020-05-01,8690.0,13.0,175.4,765991.0,4367,28558,Catawiki Whisky Auction,catawiki
2020-05-01,2911.0,4.0,256.4,41024.0,160,28558,Celtic Whiskey Auction,celtic-whiskey-auction
2020-05-01,13123.0,4.0,219.49,128401.0,585,28558,Irish Whiskey Auctions,irish-whiskey-auctions
2020-05-01,12250.0,5.0,390.35,285345.13,731,28558,Just Whisky Auctions,just-whisky
2020-05-01,40000.0,0.0,262.1,2197680.0,8385,28558,Scotch Whisky Auctions,scotchwhiskyauctions
2020-05-01,38963.3,205.1,3965.38,491706.8,124,28558,Sotheby's Whisky Auction,sothebys-whisky-auction
2020-05-01,2900.0,5.0,121.16,44103.55,364,28558,Speyside Whisky Auctions,speyside-whisky-auctions
2020-05-01,5800.0,7.0,242.41,194900.93,804,28558,The Grand Whisky Auction,thegrandwhiskyauction
2020-05-01,4000.0,15.0,223.41,68810.0,308,28558,The Whisky Shop Auctions,the-whisky-shop-auctions
2020-05-01,1278.0,6.0,263.58,20032.0,76,28558,Unicorn Auctions,unicorn-auctions
2020-05-01,35000.0,7.0,326.77,272524.0,834,28558,Whisky.Auction,whiskyauction
2020-05-01,17837.3,0.9,173.02,735143.3,4249,28558,WhiskyAuction.com,whiskyauctioncom
2020-05-01,25000.0,15.0,432.22,2214712.0,5124,28558,Whisky Auctioneer,whiskyauctioneer
2020-05-01,11500.0,20.0,243.04,507950.0,2090,28558,Whisky Hammer,whisky-hammer
2020-05-01,2800.0,2.5,92.48,19142.5,207,28558,WVA Whisky Auctions,wva-whisky-auctions
2020-04-01,7431.0,5.0,180.44,638199.0,3537,17023,Catawiki Whisky Auction,catawiki
2020-04-01,970.0,3.0,96.84,3583.0,37,17023,Global Whisky Auctions,global-whisky-auctions
2020-04-01,18134.0,4.0,209.4,69521.0,332,17023,Irish Whiskey Auctions,irish-whiskey-auctions
2020-04-01,4000.0,3.5,269.78,222569.67,825,17023,Just Whisky Auctions,just-whisky
2020-04-01,5800.0,15.0,225.99,106892.0,473,17023,Rum Auctioneer,rumauctioneer
2020-04-01,104759.2,604.4,21107.64,949843.9,45,17023,Sotheby's Whisky Auction,sothebys-whisky-auction
2020-04-01,18050.0,4.0,249.5,77595.88,311,17023,Speyside Whisky Auctions,speyside-whisky-auctions
2020-04-01,2950.0,5.0,188.93,153031.01,810,17023,The Grand Whisky Auction,thegrandwhiskyauction
2020-04-01,3400.0,15.0,229.5,48425.0,211,17023,The Whisky Shop Auctions,the-whisky-shop-auctions
2020-04-01,25000.0,2.0,102.71,385564.0,3754,17023,Whisky.Auction,whiskyauction
2020-04-01,10267.8,0.9,169.01,929234.0,5498,17023,WhiskyAuction.com,whiskyauctioncom
2020-04-01,9200.0,20.0,253.57,267010.0,1053,17023,Whisky Hammer,whisky-hammer
2020-04-01,2755.0,2.5,117.54,16102.5,137,17023,WVA Whisky Auctions,wva-whisky-auctions
2020-03-01,18000.0,100.0,1326.77,217590.0,164,22760,Bonhams Whisky Auction,bonhams
2020-03-01,6696.0,13.0,180.01,696113.0,3867,22760,Catawiki Whisky Auction,catawiki
2020-03-01,3242.0,0.0,146.19,57451.0,393,22760,Celtic Whiskey Auction,celtic-whiskey-auction
2020-03-01,2750.0,3.0,151.16,7709.0,51,22760,Global Whisky Auctions,global-whisky-auctions
2020-03-01,35832.0,0.0,174.78,83371.0,477,22760,Irish Whiskey Auctions,irish-whiskey-auctions
2020-03-01,60000.0,0.5,397.07,435585.51,1097,22760,Just Whisky Auctions,just-whisky
2020-03-01,360.0,10.0,49.85,3340.0,67,22760,McTear’s Whisky Auction,mctears
2020-03-01,2750.0,15.0,183.64,139932.5,762,22760,Rum Auctioneer,rumauctioneer
2020-03-01,350000.0,60.0,14649.37,1157300.0,79,22760,Sotheby's Whisky Auction,sothebys-whisky-auction
2020-03-01,15000.0,4.0,168.96,74679.0,442,22760,Speyside Whisky Auctions,speyside-whisky-auctions
2020-03-01,3500.0,15.0,231.02,88941.0,385,22760,The Whisky Shop Auctions,the-whisky-shop-auctions
2020-03-01,1632.0,12.0,334.55,18400.0,55,22760,Unicorn Auctions,unicorn-auctions
2020-03-01,5506.0,58.0,427.73,83406.6,195,22760,Waddington's Whisky Auction,waddingtons-whisky-auction
2020-03-01,46500.0,5.0,234.06,414286.0,1770,22760,Whisky.Auction,whiskyauction
2020-03-01,10844.2,0.9,169.01,743642.9,4400,22760,WhiskyAuction.com,whiskyauctioncom
2020-03-01,62000.0,15.0,424.64,2386067.0,5619,22760,Whisky Auctioneer,whiskyauctioneer
2020-03-01,9100.0,20.0,245.33,364315.0,1485,22760,Whisky Hammer,whisky-hammer
2020-03-01,740.0,1.0,15.3,16146.5,1055,22760,Whisky-Online Auctions,whisky-online-auctions
2020-03-01,3550.0,1.0,83.49,33145.5,397,22760,WVA Whisky Auctions,wva-whisky-auctions
2020-02-01,74600.0,149.0,2857.86,480120.0,168,31326,Bonhams Whisky Auction,bonhams
2020-02-01,5892.0,1.0,149.27,630386.0,4223,31326,Catawiki Whisky Auction,catawiki
2020-02-01,1600.0,3.0,183.48,13761.0,75,31326,Global Whisky Auctions,global-whisky-auctions
2020-02-01,2609.0,4.0,107.27,64683.0,603,31326,Irish Whiskey Auctions,irish-whiskey-auctions
2020-02-01,46250.0,0.0,278.59,305894.09,1098,31326,Just Whisky Auctions,just-whisky
2020-02-01,11000.0,15.0,266.91,54450.0,204,31326,McTear’s Whisky Auction,mctears
2020-02-01,9000.0,15.0,236.65,120927.5,511,31326,Rum Auctioneer,rumauctioneer
2020-02-01,62000.0,0.0,246.93,1767545.0,7158,31326,Scotch Whisky Auctions,scotchwhiskyauctions
2020-02-01,8001.0,5.0,351.23,147163.5,419,31326,Speyside Whisky Auctions,speyside-whisky-auctions
2020-02-01,9600.0,5.0,201.76,158785.13,787,31326,The Grand Whisky Auction,thegrandwhiskyauction
2020-02-01,4600.0,15.0,204.54,54407.0,266,31326,The Whisky Shop Auctions,the-whisky-shop-auctions
2020-02-01,9400.0,5.0,203.5,265167.0,1303,31326,Whisky.Auction,whiskyauction
2020-02-01,13908.8,0.8,137.89,589487.8,4275,31326,WhiskyAuction.com,whiskyauctioncom
2020-02-01,825000.0,15.0,709.12,5890632.0,8307,31326,Whisky Auctioneer,whiskyauctioneer
2020-02-01,14600.0,20.0,240.71,334107.5,1388,31326,Whisky Hammer,whisky-hammer
2020-02-01,125100.0,5.0,1035.6,449450.0,434,31326,Whisky-Online Auctions,whisky-online-auctions
2020-02-01,2950.0,1.0,182.34,19510.0,107,31326,WVA Whisky Auctions,wva-whisky-auctions
2020-01-01,5871.0,1.0,161.39,507099.0,3142,26222,Catawiki Whisky Auction,catawiki
2020-01-01,8508.0,0.0,265.42,47511.0,179,26222,Celtic Whiskey Auction,celtic-whiskey-auction
2020-01-01,49250.0,5.0,316.42,446156.41,1410,26222,Just Whisky Auctions,just-whisky
2020-01-01,3000.0,50.0,304.36,14305.0,47,26222,McTear’s Whisky Auction,mctears
2020-01-01,2300.0,15.0,237.79,95828.0,403,26222,Rum Auctioneer,rumauctioneer
2020-01-01,58000.0,0.0,279.43,1456650.0,5213,26222,Scotch Whisky Auctions,scotchwhiskyauctions
2020-01-01,29041.2,242.0,3991.67,323325.2,81,26222,Sotheby's Whisky Auction,sothebys-whisky-auction
2020-01-01,3350.0,5.0,177.36,47888.21,270,26222,Speyside Whisky Auctions,speyside-whisky-auctions
2020-01-01,8700.0,5.0,210.82,183414.71,870,26222,The Grand Whisky Auction,thegrandwhiskyauction
2020-01-01,2100.0,15.0,167.14,33762.0,202,26222,The Whisky Shop Auctions,the-whisky-shop-auctions
2020-01-01,17000.0,2.0,156.38,420039.0,2686,26222,Whisky.Auction,whiskyauction
2020-01-01,11432.2,0.8,177.43,1006918.0,5675,26222,WhiskyAuction.com,whiskyauctioncom
2020-01-01,50000.0,15.0,418.09,2008904.0,4805,26222,Whisky Auctioneer,whiskyauctioneer
2020-01-01,10000.0,20.0,247.04,192447.5,779,26222,Whisky Hammer,whisky-hammer
2020-01-01,95000.0,6.0,991.99,424570.5,428,26222,Whisky-Online Auctions,whisky-online-auctions
2020-01-01,2100.0,1.0,298.38,9548.0,32,26222,WVA Whisky Auctions,wva-whisky-auctions
2019-12-01,24000.0,100.0,1021.0,316510.0,310,31485,Bonhams Whisky Auction,bonhams
2019-12-01,4261.0,1.0,150.06,530471.0,3535,31485,Catawiki Whisky Auction,catawiki
2019-12-01,4261.0,4.0,145.82,79472.0,545,31485,Irish Whiskey Auctions,irish-whiskey-auctions
2019-12-01,64250.0,2.5,274.36,363252.82,1324,31485,Just Whisky Auctions,just-whisky
2019-12-01,170.0,10.0,47.61,5380.0,113,31485,McTear’s Whisky Auction,mctears
2019-12-01,6800.0,15.0,251.32,112591.0,448,31485,Rum Auctioneer,rumauctioneer
2019-12-01,54000.0,0.0,270.18,2087670.0,7727,31485,Scotch Whisky Auctions,scotchwhiskyauctions
2019-12-01,3200.0,5.0,139.2,42594.86,306,31485,Speyside Whisky Auctions,speyside-whisky-auctions
2019-12-01,23750.0,7.0,267.16,231898.0,868,31485,The Grand Whisky Auction,thegrandwhiskyauction
2019-12-01,3700.0,15.0,248.77,59704.0,240,31485,The Whisky Shop Auctions,the-whisky-shop-auctions
2019-12-01,3032.4,23.3,281.69,76337.4,271,31485,Waddington's Whisky Auction,waddingtons-whisky-auction
2019-12-01,14000.0,5.0,292.34,478269.0,1636,31485,Whisky.Auction,whiskyauction
2019-12-01,25158.9,0.9,206.35,1115965.8,5408,31485,WhiskyAuction.com,whiskyauctioncom
2019-12-01,100500.0,14.0,415.56,2698630.5,6494,31485,Whisky Auctioneer,whiskyauctioneer
2019-12-01,11000.0,20.0,191.75,291465.0,1520,31485,Whisky Hammer,whisky-hammer
2019-12-01,90000.0,5.0,739.58,493298.5,667,31485,Whisky-Online Auctions,whisky-online-auctions
2019-12-01,3850.0,1.0,165.38,12073.0,73,31485,WVA Whisky Auctions,wva-whisky-auctions
2019-11-01,5470.0,69.0,924.97,135970.0,147,31723,Bonhams Whisky Auction,bonhams
2019-11-01,5806.0,3.0,156.43,548601.0,3507,31723,Catawiki Whisky Auction,catawiki
2019-11-01,2580.0,0.0,151.44,45130.0,298,31723,Celtic Whiskey Auction,celtic-whiskey-auction
2019-11-01,3251.0,21.0,219.63,12519.0,57,31723,Global Whisky Auctions,global-whisky-auctions
2019-11-01,12901.0,4.0,158.2,84003.0,531,31723,Irish Whiskey Auctions,irish-whiskey-auctions
2019-11-01,70000.0,0.0,273.7,396312.38,1448,31723,Just Whisky Auctions,just-whisky
2019-11-01,7600.0,15.0,324.96,108538.0,334,31723,Rum Auctioneer,rumauctioneer
2019-11-01,22000.0,0.0,259.76,2058355.0,7924,31723,Scotch Whisky Auctions,scotchwhiskyauctions
2019-11-01,1560.0,7.0,118.62,38551.81,325,31723,Speyside Whisky Auctions,speyside-whisky-auctions
2019-11-01,25000.0,5.0,306.76,236207.91,770,31723,The Grand Whisky Auction,thegrandwhiskyauction
2019-11-01,3700.0,15.0,173.36,47848.0,276,31723,The Whisky Shop Auctions,the-whisky-shop-auctions
2019-11-01,9600.0,5.0,220.68,374942.0,1699,31723,Whisky.Auction,whiskyauction
2019-11-01,18537.3,0.9,195.52,1069684.7,5471,31723,WhiskyAuction.com,whiskyauctioncom
2019-11-01,65500.0,6.0,404.08,2587755.0,6404,31723,Whisky Auctioneer,whiskyauctioneer
2019-11-01,10600.0,20.0,236.66,310027.5,1310,31723,Whisky Hammer,whisky-hammer
2019-11-01,25100.0,5.0,305.83,326014.5,1066,31723,Whisky-Online Auctions,whisky-online-auctions
2019-11-01,3500.0,1.0,110.6,17253.0,156,31723,WVA Whisky Auctions,wva-whisky-auctions
2019-10-01,80000.0,150.0,1790.71,583770.0,326,32793,Bonhams Whisky Auction,bonhams
2019-10-01,7917.0,1.0,142.06,474350.0,3339,32793,Catawiki Whisky Auction,catawiki
2019-10-01,1875.0,8.5,163.41,11112.0,68,32793,Global Whisky Auctions,global-whisky-auctions
2019-10-01,7294.0,4.0,164.94,71089.0,431,32793,Irish Whiskey Auctions,irish-whiskey-auctions
2019-10-01,51500.0,2.5,341.35,371052.41,1087,32793,Just Whisky Auctions,just-whisky
2019-10-01,3700.0,15.0,223.4,88021.0,394,32793,Rum Auctioneer,rumauctioneer
2019-10-01,58000.0,0.0,255.69,1931750.0,7555,32793,Scotch Whisky Auctions,scotchwhiskyauctions
2019-10-01,1200000.0,100.0,16140.18,6310810.0,391,32793,Sotheby's Whisky Auction,sothebys-whisky-auction
2019-10-01,4900.0,4.0,242.75,67727.03,279,32793,Speyside Whisky Auctions,speyside-whisky-auctions
2019-10-01,22000.0,5.0,242.15,212363.03,877,32793,The Grand Whisky Auction,thegrandwhiskyauction
2019-10-01,2300.0,15.0,157.96,46598.0,295,32793,The Whisky Shop Auctions,the-whisky-shop-auctions
2019-10-01,15200.0,2.0,138.38,325881.0,2355,32793,Whisky.Auction,whiskyauction
2019-10-01,25358.0,0.9,175.96,978175.5,5559,32793,WhiskyAuction.com,whiskyauctioncom
2019-10-01,160500.0,15.0,612.94,3701556.0,6039,32793,Whisky Auctioneer,whiskyauctioneer
2019-10-01,160500.0,20.0,353.11,471050.0,1334,32793,Whisky Hammer,whisky-hammer
2019-10-01,7000.0,1.0,84.31,194261.0,2304,32793,Whisky-Online Auctions,whisky-online-auctions
2019-10-01,2000.0,1.0,122.06,19530.0,160,32793,WVA Whisky Auctions,wva-whisky-auctions
2019-09-01,2716.0,1.0,151.58,473675.0,3125,30169,Catawiki Whisky Auction,catawiki
2019-09-01,7134.0,17.0,227.9,47176.0,207,30169,Celtic Whiskey Auction,celtic-whiskey-auction
2019-09-01,3500.0,7.0,212.98,35142.0,165,30169,Global Whisky Auctions,global-whisky-auctions
2019-09-01,30750.0,2.5,369.03,466824.97,1265,30169,Just Whisky Auctions,just-whisky
2019-09-01,9000.0,15.0,252.62,159406.0,631,30169,Rum Auctioneer,rumauctioneer
2019-09-01,52000.0,0.0,235.67,1994720.0,8464,30169,Scotch Whisky Auctions,scotchwhiskyauctions
2019-09-01,5300.0,18.0,266.03,74753.73,281,30169,Speyside Whisky Auctions,speyside-whisky-auctions
2019-09-01,21250.0,10.0,267.51,135893.88,508,30169,The Grand Whisky Auction,thegrandwhiskyauction
2019-09-01,3800.0,15.0,169.25,57037.0,337,30169,The Whisky Shop Auctions,the-whisky-shop-auctions
2019-09-01,11428.7,49.4,390.3,136995.1,351,30169,Waddington's Whisky Auction,waddingtons-whisky-auction
2019-09-01,17200.0,5.0,259.31,322838.0,1245,30169,Whisky.Auction,whiskyauction
2019-09-01,9350.9,0.9,171.77,817103.0,4757,30169,WhiskyAuction.com,whiskyauctioncom
2019-09-01,80000.0,15.0,514.32,3412538.0,6635,30169,Whisky Auctioneer,whiskyauctioneer
2019-09-01,9400.0,20.0,259.73,336087.5,1294,30169,Whisky Hammer,whisky-hammer
2019-09-01,20100.0,5.0,266.21,210569.0,791,30169,Whisky-Online Auctions,whisky-online-auctions
2019-09-01,1375.0,4.0,89.75,10141.5,113,30169,WVA Whisky Auctions,wva-whisky-auctions
2019-08-01,576910.0,397.0,5723.69,1963226.0,343,23428,Bonhams Whisky Auction,bonhams
2019-08-01,12761.0,1.0,157.8,371154.0,2352,23428,Catawiki Whisky Auction,catawiki
2019-08-01,1823.0,1171.0,1334.4,20016.0,15,23428,Celtic Whiskey Auction,celtic-whiskey-auction
2019-08-01,3473.0,5.0,153.92,48945.0,318,23428,Irish Whiskey Auctions,irish-whiskey-auctions
2019-08-01,85000.0,0.0,394.34,499631.19,1267,23428,Just Whisky Auctions,just-whisky
2019-08-01,76000.0,0.0,319.02,1872985.0,5871,23428,Scotch Whisky Auctions,scotchwhiskyauctions
2019-08-01,1500.0,0.0,214.84,15898.0,74,23540,Speyside Whisky Auctions,speyside-whisky-auctions
2019-08-01,5200.0,5.0,214.15,123564.31,577,23428,The Grand Whisky Auction,thegrandwhiskyauction
2019-08-01,5500.0,13.0,158.09,54224.0,343,23428,The Whisky Shop Auctions,the-whisky-shop-auctions
2019-08-01,20500.0,5.0,285.6,367569.0,1287,23428,Whisky.Auction,whiskyauction
2019-08-01,15492.7,0.9,166.06,543020.4,3270,23428,WhiskyAuction.com,whiskyauctioncom
2019-08-01,80500.0,15.0,411.28,2385856.0,5801,23428,Whisky Auctioneer,whiskyauctioneer
2019-08-01,7500.0,20.0,206.37,288090.0,1396,23428,Whisky Hammer,whisky-hammer
2019-08-01,51000.0,5.0,734.23,378864.0,516,23428,Whisky-Online Auctions,whisky-online-auctions
2019-08-01,5700.0,4.0,314.61,22652.0,72,23428,WVA Whisky Auctions,wva-whisky-auctions
2019-07-01,6280.0,1.0,159.26,336844.0,2115,27617,Catawiki Whisky Auction,catawiki
2019-07-01,5742.0,4.0,220.72,58932.0,267,27617,Celtic Whiskey Auction,celtic-whiskey-auction
2019-07-01,1045.0,15.0,118.23,10168.0,86,27617,Global Whisky Auctions,global-whisky-auctions
2019-07-01,3678.0,4.0,179.86,72483.0,403,27617,Irish Whiskey Auctions,irish-whiskey-auctions
2019-07-01,90750.0,0.0,548.52,573752.94,1046,27617,Just Whisky Auctions,just-whisky
2019-07-01,32000.0,0.0,286.59,1787195.0,6236,27617,Scotch Whisky Auctions,scotchwhiskyauctions
2019-07-01,50418.5,252.1,4841.27,222698.6,46,27617,Sotheby's Whisky Auction,sothebys-whisky-auction
2019-07-01,4150.0,1.0,205.86,75343.33,366,27617,The Grand Whisky Auction,thegrandwhiskyauction
2019-07-01,17600.0,2.0,127.45,344487.0,2703,27617,Whisky.Auction,whiskyauction
2019-07-01,11280.2,0.9,179.16,739194.0,4126,27617,WhiskyAuction.com,whiskyauctioncom
2019-07-01,56000.0,15.0,386.68,2601572.0,6728,27617,Whisky Auctioneer,whiskyauctioneer
2019-07-01,5800.0,20.0,222.56,295115.0,1326,27617,Whisky Hammer,whisky-hammer
2019-07-01,50100.0,1.0,175.85,355917.5,2024,27617,Whisky-Online Auctions,whisky-online-auctions
2019-07-01,6500.0,1.0,223.27,32374.0,145,27617,WVA Whisky Auctions,wva-whisky-auctions
2019-06-01,22000.0,190.0,1369.4,320440.0,234,25303,Bonhams Whisky Auction,bonhams
2019-06-01,8426.0,2.0,166.25,401320.0,2414,25303,Catawiki Whisky Auction,catawiki
2019-06-01,5100.0,14.0,214.43,24660.0,115,25303,Global Whisky Auctions,global-whisky-auctions
2019-06-01,58000.0,2.5,299.22,359361.99,1201,25303,Just Whisky Auctions,just-whisky
2019-06-01,54000.0,0.0,293.11,2332005.0,7956,25303,Scotch Whisky Auctions,scotchwhiskyauctions
2019-06-01,6500.0,7.0,234.08,41665.77,178,25303,The Grand Whisky Auction,thegrandwhiskyauction
2019-06-01,25000.0,5.0,276.02,359372.0,1302,25303,Whisky.Auction,whiskyauction
2019-06-01,18452.8,0.9,192.29,712629.2,3706,25303,WhiskyAuction.com,whiskyauctioncom
2019-06-01,29000.0,15.0,325.88,1951716.5,5989,25303,Whisky Auctioneer,whiskyauctioneer
2019-06-01,58000.0,20.0,268.81,337895.0,1257,25303,Whisky Hammer,whisky-hammer
2019-06-01,55000.0,3.0,406.71,299745.0,737,25303,Whisky-Online Auctions,whisky-online-auctions
2019-06-01,8000.0,1.0,166.11,35547.0,214,25303,WVA Whisky Auctions,wva-whisky-auctions
2019-05-01,64653.0,79.0,1566.7,412041.0,263,25948,Bonhams Whisky Auction,bonhams
2019-05-01,4140.0,2.0,167.48,406486.0,2427,25948,Catawiki Whisky Auction,catawiki
2019-05-01,28893.0,7.0,410.16,93517.0,228,25948,Celtic Whiskey Auction,celtic-whiskey-auction
2019-05-01,3000.0,12.0,172.04,22193.0,129,25948,Global Whisky Auctions,global-whisky-auctions
2019-05-01,10351.0,9.0,234.94,74241.0,316,25948,Irish Whiskey Auctions,irish-whiskey-auctions
2019-05-01,18373.0,0.0,309.49,342607.23,1107,25948,Just Whisky Auctions,just-whisky
2019-05-01,32000.0,0.0,282.1,1775000.0,6292,25948,Scotch Whisky Auctions,scotchwhiskyauctions
2019-05-01,5000.0,10.0,295.83,53544.5,181,25948,The Grand Whisky Auction,thegrandwhiskyauction
2019-05-01,2262.6,28.6,275.66,68364.6,248,25948,Waddington's Whisky Auction,waddingtons-whisky-auction
2019-05-01,13100.0,5.0,227.46,341414.0,1501,25948,Whisky.Auction,whiskyauction
2019-05-01,6453.5,0.9,160.06,627280.9,3919,25948,WhiskyAuction.com,whiskyauctioncom
2019-05-01,91000.0,15.0,408.4,2590461.0,6343,25948,Whisky Auctioneer,whiskyauctioneer
2019-05-01,24100.0,4.0,252.99,318009.0,1257,25948,Whisky Hammer,whisky-hammer
2019-05-01,54500.0,1.0,158.67,250383.5,1578,25948,Whisky-Online Auctions,whisky-online-auctions
2019-05-01,15500.0,1.0,312.49,49686.5,159,25948,WVA Whisky Auctions,wva-whisky-auctions
2019-04-01,7281.0,1.0,195.34,508269.0,2602,27392,Catawiki Whisky Auction,catawiki
2019-04-01,1225.0,11.0,132.47,23579.0,178,27392,Global Whisky Auctions,global-whisky-auctions
2019-04-01,6553.0,5.0,229.37,65142.0,284,27392,Irish Whiskey Auctions,irish-whiskey-auctions
2019-04-01,23457.0,0.0,227.69,412126.43,1810,27392,Just Whisky Auctions,just-whisky
2019-04-01,58000.0,0.0,251.55,1664250.0,6616,27392,Scotch Whisky Auctions,scotchwhiskyauctions
2019-04-01,2100.0,10.0,163.78,32265.17,197,27392,The Grand Whisky Auction,thegrandwhiskyauction
2019-04-01,17000.0,2.0,146.97,497194.0,3383,27392,Whisky.Auction,whiskyauction
2019-04-01,8204.3,0.9,143.23,553309.3,3863,27392,WhiskyAuction.com,whiskyauctioncom
2019-04-01,22500.0,15.0,414.47,2270039.5,5477,27392,Whisky Auctioneer,whiskyauctioneer
2019-04-01,8500.0,12.5,223.4,392282.5,1756,27392,Whisky Hammer,whisky-hammer
2019-04-01,98700.0,5.0,411.92,392151.0,952,27392,Whisky-Online Auctions,whisky-online-auctions
2019-04-01,1700.0,1.0,60.53,16584.5,274,27392,WVA Whisky Auctions,wva-whisky-auctions
2019-03-01,500000.0,100.0,6939.72,749490.0,108,29921,Bonhams Whisky Auction,bonhams
